County,Date,Statute,Page
Glynn County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,16
Glynn County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,16
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,17
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,18
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),18
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,18
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),18
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,18
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),19
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,19
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-211.1,19
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,19
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,19
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,20
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-211.1,20
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-211(a),21
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-211(b),21
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-211,21
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,21
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-216,21
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,22
Glynn County SWSS Contract Signed,"June 30, 2026",160-4-4-.01,22
Glynn County SWSS Contract Signed,"June 30, 2026",160-4--.01,22
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-182160-4-8-.05,22
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,22
Glynn County SWSS Contract Signed,"June 30, 2026",160-5-1-.22.wetsasees.gsgstoserveincertifiedpositions(utiizingcharterwaivercodesforcertificationpurposes),22
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,23
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,23
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,23
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,23
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,24
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,24
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-151151,25
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,25
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,25
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,25
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,25
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,25
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,26
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-212),26
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,26
Glynn County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,26
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-151,12
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-290,13
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Rome City SWSS Contract Signed,"June 30, 2026",160-4-2-.12,14
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-85,14
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-86,14
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),14
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-182,15
Rome City SWSS Contract Signed,"June 30, 2026",160-5-1-.22inordertohavemorefexibiitywithourcommunitybasedeementaryschoosthatserveessthan450,15
Rome City SWSS Contract Signed,"June 30, 2026",160-5-1-.22,15
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-218,16
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-201inordertogainfexibiityonprofessionaearningrequirementsof12,16
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-201,16
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-168,16
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),16
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,16
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-86,16
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-204,17
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-182,17
Rome City SWSS Contract Signed,"June 30, 2026",160-5-1-.22,17
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-200,18
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-218,18
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-201,18
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-201requiringthedocumentationof12,18
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-156,18
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-.156,18
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-204,18
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-167,19
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-161,20
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-183,20
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-184,20
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-185,20
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-186,20
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-151,20
Rome City SWSS Contract Signed,"June 30, 2026",§ 20-2-160,20
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Fayette County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,13
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,14
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-2131schoogradeeveisunder85,14
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,14
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,14
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,14
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,15
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-86guideines),15
Fayette County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,15
Fayette County SWSS Contract Signed,"June 30, 2026",20-3-519(6,15
Fayette County SWSS Contract Signed,"June 30, 2026",160-5-4-.15,15
Fayette County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,15
Fayette County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,16
Fayette County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,16
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,16
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),17
Fayette County SWSS Contract Signed,"June 30, 2026",160-4-4-.01,17
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,17
Fayette County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,17
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,18
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,18
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,18
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,18
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-216,18
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,18
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,19
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,19
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,19
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,19
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,20
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,20
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,20
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-164,20
Fayette County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,20
Clayton County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,13
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-281,13
Clayton County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,13
Clayton County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,14
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,15
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,15
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,15
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),16
Clayton County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,16
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,16
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),16
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,17
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-217,17
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,17
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,17
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,18
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,18
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,18
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,18
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,19
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,19
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,19
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,19
Clayton County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,20
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,12
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),13
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,13
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,13
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-151increasethenumberofprofessionaearningdaysto12,13
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),14
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),14
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,14
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,14
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,15
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,15
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,15
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,15
Treutlen County SWSS Contract Signed,"June 30, 2026",§ 20-2-260,15
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,12
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,13
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,13
Screven County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,13
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,13
Screven County SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(c),14
Screven County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,14
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,14
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,15
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),15
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,15
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,15
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,15
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,15
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,16
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,16
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,16
Screven County SWSS Contract Signed,"June 30, 2026",160-4-4-.01,16
Screven County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,16
Screven County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,16
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,17
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,17
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,17
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,17
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,17
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,17
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,18
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,18
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,18
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,18
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,18
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,18
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,18
Screven County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,18
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,12
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,13
Cherokee County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,13
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,14
Cherokee County SWSS Contract Signed,"June 30, 2026",160-5-1-.22,14
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,14
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,15
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,15
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),15
Cherokee County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,16
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,16
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,16
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,17
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,17
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,18
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,18
Cherokee County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,18
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,13
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,14
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.14,14
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,14
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,14
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,14
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-82,15
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(a),15
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(c),15
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,15
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,15
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,15
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,16
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,16
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-155,16
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,16
Turner County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,17
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,17
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,18
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,18
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,18
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),18
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,18
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),18
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,19
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,19
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,19
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,19
Turner County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,19
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-216,20
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,20
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,20
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,20
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,20
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-82,21
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(a),21
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(c),21
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,21
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,21
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,21
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,21
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,22
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,22
Turner County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,22
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,22
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,22
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,23
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,23
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,23
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-1835,23
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,23
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,23
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,23
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-260,23
Turner County SWSS Contract Signed,"June 30, 2026",§ 20-2-411,23
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,12
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,12
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-151.2,13
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,13
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),13
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-2131,13
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,13
Butts County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,13
