County,Date,Statute,Page
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,16
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,17
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),17
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),17
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,17
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,17
Pulaski County SWSS Contract Signed,"June 30, 2026",160-4-4-.01,17
Pulaski County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,17
Pulaski County SWSS Contract Signed,"June 30, 2026",160-5-1-.22,18
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-155,18
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,18
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,18
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,18
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,18
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,18
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,19
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,19
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,19
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,19
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,20
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-17120-2-171,20
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,20
Pulaski County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,20
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),13
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,13
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,13
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,13
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,13
Worth County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,13
Worth County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,14
Worth County SWSS Contract Signed,"June 30, 2026",160-5-4-.15,14
Worth County SWSS Contract Signed,"June 30, 2026",160-4-2-.05,14
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,14
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,14
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,14
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),14
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),14
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-940,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-941,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-942,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-943,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-944,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-945,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-946,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-947,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-948,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,15
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,16
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,16
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,16
Worth County SWSS Contract Signed,"June 30, 2026",160-4-4-.01,16
Worth County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,16
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,17
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,17
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,17
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,17
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,17
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,17
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,17
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,17
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,17
Worth County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,18
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-2835,13
Clay County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,13
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-290advisementtimeforastudentsgrades6-8,14
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,14
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-1825,14
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,15
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,15
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,15
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,15
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,15
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,16
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,16
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,17
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,17
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,17
Clay County SWSS Contract Signed,"June 30, 2026",§ 20-2-411,17
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-151.2,13
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-155,13
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,13
Meriwether County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,14
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,14
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,14
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,14
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,14
Meriwether County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,14
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,14
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-2131,14
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),15
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,15
Meriwether County SWSS Contract Signed,"June 30, 2026",160-5-1-.22schoos(9-12),15
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,16
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,16
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,16
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,16
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,17
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,17
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,17
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),18
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,18
Meriwether County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,18
Meriwether County SWSS Contract Signed,"June 30, 2026",160-4-4-.01,18
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),18
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-217,19
Meriwether County SWSS Contract Signed,"June 30, 2026",160-5-3-.08,19
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-216,19
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,19
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,19
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,19
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,20
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,20
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,20
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,21
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,21
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,21
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,21
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,22
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,22
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,22
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-260,22
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-411,22
Meriwether County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,22
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,13
Charlton County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,14
Charlton County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,14
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,15
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,15
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),15
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,15
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,15
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,15
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,16
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,16
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,16
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,16
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,16
Charlton County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,17
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,12
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,12
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,13
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,13
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,13
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,13
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,14
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,14
Lincoln County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,14
Lincoln County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,14
Lincoln County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,14
Lincoln County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,14
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,15
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-151ofproviding180,15
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a)forimprovingstudentachievementincudingbutnotimitedtofexibiityinthestructureofproviding180,15
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,15
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),15
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,16
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),16
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,16
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,16
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,16
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-217,16
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,16
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,16
Lincoln County SWSS Contract Signed,"June 30, 2026",160-4-8-.05,17
Lincoln County SWSS Contract Signed,"June 30, 2026",160-5-4-.22,17
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,17
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,18
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-161,18
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,18
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,18
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,18
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,19
Lincoln County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,19
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-154,13
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,14
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-2131,14
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-283,14
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-290,15
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,15
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-85,15
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-86,15
Dalton Schools SWSS Contract Signed,"June 30, 2026",160-4-2-.12,15
Dalton Schools SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(a),16
Dalton Schools SWSS Contract Signed,"June 30, 2026",160-4-2-.38,16
Dalton Schools SWSS Contract Signed,"June 30, 2026",160-4-2-.48,16
Dalton Schools SWSS Contract Signed,"June 30, 2026",160-5-1-.15,16
Dalton Schools SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(c),16
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-151.2,17
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),17
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-108,17
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),18
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-167,18
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),18
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,19
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-200,19
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-201,19
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-204,19
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-211,19
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-218,20
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-86,20
Dalton Schools SWSS Contract Signed,"June 30, 2026",160-4-4-.01,20
Dalton Schools SWSS Contract Signed,"June 30, 2026",160-4-8-.05,20
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-217,21
Dalton Schools SWSS Contract Signed,"June 30, 2026",160-5-3-.08,21
Dalton Schools SWSS Contract Signed,"June 30, 2026",160-5-1-.22,21
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),21
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-182,22
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-200,22
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-201,22
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-204,22
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-218,22
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-160,23
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-161,23
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-167,23
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-171,24
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-184,24
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-185,24
Dalton Schools SWSS Contract Signed,"June 30, 2026",§ 20-2-260,24
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,13
McIntosh County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,13
McIntosh County SWSS Contract Signed,"June 30, 2026",160-4-2-.46),13
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2againststudentswhomissmorethan10,13
McIntosh County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,13
McIntosh County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,13
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,13
McIntosh County SWSS Contract Signed,"June 30, 2026",160-4-2-.05toofferafocusedadvisementtimeforastudentsgrades6-8,14
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,14
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c)than180,14
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,15
McIntosh County SWSS Contract Signed,"June 30, 2026",160-5-1-.22,15
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,16
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,16
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,16
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,16
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,16
McIntosh County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,16
Washington County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,13
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,14
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,14
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-155,14
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,14
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b)5,15
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,15
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,15
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,15
Washington County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,16
Washington County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,16
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,17
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,17
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,18
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),18
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,19
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),20
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,20
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,21
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,21
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,22
Washington County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,22
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,23
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,23
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,24
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,24
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,25
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-171educationamaterias),25
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,26
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,26
Washington County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,27
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-2131,13
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-283standardsingrades3,14
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,14
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-85,14
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-86,14
Murray County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,14
Murray County SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(a),14
Murray County SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(c),14
Murray County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,15
Murray County SWSS Contract Signed,"June 30, 2026",160-5-1.15,15
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-284grades3,15
Murray County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,15
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,16
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,16
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,16
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),16
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),17
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1standardsingrades3,17
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-218,17
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,17
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),17
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,18
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-944,18
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,18
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,19
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,20
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,20
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,20
Murray County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,20
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,12
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-151,13
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-151.2,13
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-154waiverduetoexceeding25,13
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,14
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-155,14
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,14
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,15
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,15
Lee County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,15
Lee County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,16
Lee County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,16
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,16
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-160(a),17
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,17
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-168(c),17
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-182,17
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,18
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,18
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-212,18
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-182(h),18
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-184.1,19
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,19
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-108,19
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-200,19
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-201,20
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-204,20
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-160,21
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-167,21
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-171,21
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-183,21
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-184,22
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-185,22
Lee County SWSS Contract Signed,"June 30, 2026",§ 20-2-186,22
Thomas County SWSS Contract Signed,"June 30, 2026",160-4-2-.48,13
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-140.1,13
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-142,13
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-151.2,13
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-154,14
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-154.1,14
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-155,14
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-187(b),14
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-283,15
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-284,15
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-290,15
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-690.2,15
Thomas County SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(a),15
Thomas County SWSS Contract Signed,"June 30, 2026",160-4-2-.13(2)(c),16
Thomas County SWSS Contract Signed,"June 30, 2026",160-5-1-.15,16
Thomas County SWSS Contract Signed,"June 30, 2026",160-4-2-.12,16
Thomas County SWSS Contract Signed,"June 30, 2026",§ 20-2-156,17
Thomas County SWSS Contract Signed,"June 30, 2026",160-4-2-.38,17
